# plotting_data1.dat
# X	Y1	Y2
  0	0	1218
  1	0	1218
  2	0	1218
  3	0	1218
  4	0	1218
  5	0	1218
  6	0	1218
  7	0	1218
  8	0	1218
  9	0	1218
  10	0	1218
  11	0	1218
  12	0	1218
  13	0	1218
  14	0	1218
  15	0	1218
  16	0	1218
  17	0	1218
  18	0	1218
  19	0	1218
  20	0	1218
  21	0	1218
  22	0	1218
  23	0	1218
  24	0	1218
  25	0	1218
  26	0	1218
  27	0	1218
  28	0	1218
  29	0	1218
  30	0	1218
  31	0	1218
  32	0	1218
  33	0	1218
  34	0	1218
  35	0	1218
  36	0	1218
  37	0	1218
  38	0	1218
  39	0	1218
  40	0	1218
  41	0	1218
  42	0	1218
  43	0	1218
  44	0	1218
  45	0	1218
  46	0	1218
  47	0	1218
  48	0	1218
  49	0	1218
  50	0	1218
  51	0	1218
  52	0	1218
  53	0	1218
  54	0	1218
  55	0	1218
  56	0	1218
  57	0	1218
  58	0	1218
  59	0	1218
  60	0	1218
  61	0	1218
  62	0	1218
  63	0	1218
  64	0	1218
  65	0	1218
  66	0	1218
  67	0	1218
  68	0	1218
  69	0	1218
  70	0	1218
  71	0	1218
  72	0	1218
  73	0	1218
  74	0	1218
  75	0	1218
  76	0	1218
  77	0	1218
  78	0	1218
  79	0	1218
  80	0	1218
  81	0	1218
  82	0	1218
  83	0	1218
  84	0	1218
  85	0	1218
  86	0	1218
  87	0	1218
  88	0	1218
  89	0	1218
  90	0	1218
  91	0	1218
  92	0	1218
  93	0	1218
  94	0	1218
  95	0	1218
  96	0	1218
  97	0	1218
  98	0	1218
  99	0	1218
  100	0	1218
  101	0	1218
  102	0	1218
  103	0	1218
  104	0	1218
  105	0	1218
  106	0	1218
  107	0	1218
  108	0	1218
  109	0	1218
  110	0	1218
  111	0	1218
  112	0	1218
  113	0	1218
  114	0	1218
  115	0	1218
  116	0	1218
  117	0	1218
  118	0	1218
  119	0	1218
  120	0	1218
  121	0	1218
  122	0	1218
  123	0	1218
  124	0	1218
  125	0	1218
  126	0	1218
  127	0	1218
  128	0	1218
  129	0	1218
  130	0	1218
  131	0	1218
  132	0	1218
  133	0	1218
  134	0	1218
  135	0	1218
  136	0	1218
  137	0	1218
  138	0	1218
  139	0	1218
  140	0	1218
  141	0	1218
  142	0	1218
  143	0	1218
  144	0	1218
  145	0	1218
  146	0	1218
  147	0	1218
  148	0	1218
  149	0	1218
  150	0	1218
  151	0	1218
  152	0	1218
  153	0	1218
  154	0	1218
  155	0	1218
  156	0	1218
  157	0	1218
  158	0	1218
  159	0	1218
  160	0	1218
  161	0	1218
  162	0	1218
  163	0	1218
  164	0	1218
  165	0	1218
  166	0	1218
  167	0	1218
  168	0	1218
  169	0	1218
  170	0	1218
  171	0	1218
  172	0	1218
  173	0	1218
  174	0	1218
  175	0	1218
  176	0	1218
  177	0	1218
  178	0	1218
  179	0	1218
  180	0	1218
  181	0	1218
  182	0	1218
  183	0	1218
  184	0	1218
  185	0	1218
  186	0	1218
  187	0	1218
  188	0	1218
  189	0	1218
  190	0	1218
  191	0	1218
  192	0	1218
  193	0	1218
  194	0	1218
  195	0	1218
  196	0	1218
  197	0	1218
  198	0	1218
  199	0	1218
  200	0	1218
  201	0	1218
  202	0	1218
  203	0	1218
  204	0	1218
  205	0	1218
  206	0	1218
  207	0	1218
  208	0	1218
  209	0	1218
  210	0	1218
  211	0	1218
  212	0	1218
  213	0	1218
  214	0	1218
  215	0	1218
  216	0	1218
  217	0	1218
  218	0	1218
  219	0	1218
  220	0	1218
  221	0	1218
  222	0	1218
  223	0	1218
  224	0	1218
  225	0	1218
  226	0	1218
  227	0	1218
  228	0	1218
  229	0	1218
  230	0	1218
  231	0	1218
  232	0	1218
  233	0	1218
  234	0	1218
  235	0	1218
  236	0	1218
  237	0	1218
  238	0	1218
  239	0	1218
  240	0	1218
  241	0	1218
  242	0	1218
  243	0	1218
  244	0	1218
  245	0	1218
  246	0	1218
  247	0	1218
  248	0	1218
  249	0	1218
  250	0	1218
  251	0	1218
  252	0	1218
  253	0	1218
  254	0	1218
  255	0	1218
  256	0	1218
  257	0	1218
  258	0	1218
  259	0	1218
  260	0	1218
  261	0	1218
  262	0	1218
  263	0	1218
  264	0	1218
  265	0	1218
  266	0	1218
  267	0	1218
  268	0	1218
  269	0	1218
  270	0	1218
  271	0	1218
  272	0	1218
  273	0	1218
  274	0	1218
  275	0	1218
  276	0	1218
  277	0	1218
  278	0	1218
  279	0	1218
  280	0	1218
  281	0	1218
  282	0	1218
  283	0	1218
  284	0	1218
  285	0	1218
  286	0	1218
  287	0	1218
  288	0	1218
  289	0	1218
  290	0	1218
  291	0	1218
  292	0	1218
  293	0	1218
  294	0	1218
  295	0	1218
  296	0	1218
  297	0	1218
  298	0	1218
  299	0	1218
  300	0	1218
  301	0	1218
  302	0	1218
  303	0	1218
  304	0	1218
  305	0	1218
  306	0	1218
  307	0	1218
  308	0	1218
  309	0	1218
  310	0	1218
  311	0	1218
  312	0	1218
  313	0	1218
  314	0	1218
  315	0	1218
  316	0	1218
  317	0	1218
  318	0	1218
  319	0	1218
  320	0	1218
  321	0	1218
  322	0	1218
  323	0	1218
  324	0	1218
  325	0	1218
  326	0	1218
  327	0	1218
  328	0	1218
  329	0	1218
  330	0	1218
  331	0	1218
  332	0	1218
  333	0	1218
  334	0	1218
  335	0	1218
  336	0	1218
  337	0	1218
  338	0	1218
  339	0	1218
  340	0	1218
  341	0	1218
  342	0	1218
  343	0	1218
  344	0	1218
  345	0	1218
  346	0	1218
  347	0	1218
  348	0	1218
  349	0	1218
  350	0	1218
  351	0	1218
  352	0	1218
  353	0	1218
  354	0	1218
  355	0	1218
  356	0	1218
  357	0	1218
  358	0	1218
  359	0	1218
  360	0	1218
  361	0	1218
  362	0	1218
  363	0	1218
  364	0	1218
  365	0	1218
  366	0	1218
  367	0	1218
  368	0	1218
  369	0	1218
  370	0	1218
  371	0	1218
  372	0	1218
  373	0	1218
  374	0	1218
  375	0	1218
  376	0	1218
  377	0	1218
  378	0	1218
  379	0	1218
  380	0	1218
  381	0	1218
  382	0	1218
  383	0	1218
  384	0	1218
  385	0	1218
  386	0	1218
  387	0	1218
  388	0	1218
  389	0	1218
  390	0	1218
  391	0	1218
  392	0	1218
  393	0	1218
  394	0	1218
  395	0	1218
  396	0	1218
  397	0	1218
  398	0	1218
  399	0	1218
  400	0	1218
  401	0	1218
  402	0	1218
  403	0	1218
  404	0	1218
  405	0	1218
  406	0	1218
  407	0	1218
  408	0	1218
  409	0	1218
  410	0	1218
  411	0	1218
  412	0	1218
  413	0	1218
  414	0	1218
  415	0	1218
  416	0	1218
  417	0	1218
  418	0	1218
  419	0	1218
  420	0	1218
  421	0	1218
  422	0	1218
  423	0	1218
  424	0	1218
  425	0	1218
  426	0	1218
  427	0	1218
  428	0	1218
  429	0	1218
  430	0	1218
  431	0	1218
  432	0	1218
  433	0	1218
  434	0	1218
  435	0	1218
  436	0	1218
  437	0	1218
  438	0	1218
  439	0	1218
  440	0	1218
  441	0	1218
  442	0	1218
  443	0	1218
  444	0	1218
  445	0	1218
  446	0	1218
  447	0	1218
  448	0	1218
  449	0	1218
  450	0	1218
  451	0	1218
  452	0	1218
  453	0	1218
  454	0	1218
  455	0	1218
  456	0	1218
  457	0	1218
  458	0	1218
  459	0	1218
  460	0	1218
  461	0	1218
  462	0	1218
  463	0	1218
  464	0	1218
  465	0	1218
  466	0	1218
  467	0	1218
  468	0	1218
  469	0	1218
  470	0	1218
  471	0	1218
  472	0	1218
  473	0	1218
  474	0	1218
  475	0	1218
  476	0	1218
  477	0	1218
  478	0	1218
  479	0	1218
  480	0	1218
  481	0	1218
  482	0	1218
  483	0	1218
  484	0	1218
  485	0	1218
  486	0	1218
  487	0	1218
  488	0	1218
  489	0	1218
  490	0	1218
  491	0	1218
  492	0	1218
  493	0	1218
  494	0	1218
  495	0	1218
  496	0	1218
  497	0	1218
  498	0	1218
  499	0	1218
  500	0	1218
  501	0	1218
  502	0	1218
  503	0	1218
  504	0	1218
  505	0	1218
  506	0	1218
  507	0	1218
  508	0	1218
  509	0	1218
  510	0	1218
  511	0	1218
  512	0	1218
  513	0	1218
  514	0	1218
  515	0	1218
  516	0	1218
  517	0	1218
  518	0	1218
  519	0	1218
  520	0	1218
  521	0	1218
  522	0	1218
  523	0	1218
  524	0	1218
  525	0	1218
  526	0	1218
  527	0	1218
  528	0	1218
  529	0	1218
  530	0	1218
  531	0	1218
  532	0	1218
  533	0	1218
  534	0	1218
  535	0	1218
  536	0	1218
  537	0	1218
  538	0	1218
  539	0	1218
  540	0	1218
  541	0	1218
  542	0	1218
  543	0	1218
  544	0	1218
  545	0	1218
  546	0	1218
  547	0	1218
  548	0	1218
  549	0	1218
  550	0	1218
  551	0	1218
  552	0	1218
  553	0	1218
  554	0	1218
  555	0	1218
  556	0	1218
  557	0	1218
  558	0	1218
  559	0	1218
  560	0	1218
  561	0	1218
  562	0	1218
  563	0	1218
  564	0	1218
  565	0	1218
  566	0	1218
  567	0	1218
  568	0	1218
  569	0	1218
  570	0	1218
  571	0	1218
  572	0	1218
  573	0	1218
  574	0	1218
  575	0	1218
  576	0	1218
  577	0	1218
  578	0	1218
  579	0	1218
  580	0	1218
  581	0	1218
  582	0	1218
  583	0	1218
  584	0	1218
  585	0	1218
  586	0	1218
  587	0	1218
